Date,Temperature,pH,Dissolved Oxygen,Rainfall,TDS,Chlorine Added,Turbidity,Algae Concentration,Nitrate,Phosphorus,Microbial Counts,BOD,Heavy Metals Index,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Potability,Algae Increase
2020-01-01,20.99897968683911,7.122383221656982,8.167305695468565,6.176470021077978,166.62045391960146,3.0,12.047669027945854,69.11467444672664,2.976013524272635,0.433092975990725,27,20.158926140496668,0.7240066232802422,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-02,22.225934892974713,6.801697603335847,7.708466755357186,4.121458557236166,424.09197084755635,5.0,0.18406193840162555,71.75576441451706,3.5254920536265884,0.015567481253012216,28,13.319171375307738,0.673416216255033,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-03,25.169394668618224,6.597284593948244,9.790634599958878,4.874151968182519,261.44580722140563,5.0,8.477737518763785,73.92430280640872,1.6998134331075092,0.25696993088030434,32,-0.012360167323206994,0.9591966666689767,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-04,20.665591351511686,7.566240517940218,10.543144161694787,6.533530807953993,535.3842578819814,1.0,10.508830902728652,54.179569936850314,6.205568948172615,0.6393813439264097,31,4.779604646334426,0.8561023761977623,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-05,22.827192026513053,7.962351604142086,7.269951285409447,2.4070014394030057,494.8853711939502,3.0,8.109546453637186,69.41415531205149,2.505093712003411,0.04130865573371545,28,12.226882264761615,0.5046628129632917,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-06,21.70336925654873,6.986759335694728,3.3287417552821035,10.6609393058963,-35.99509209702296,5.0,16.67711695338513,71.19184947427914,6.476570596369709,0.42270508063975926,25,13.26045895323768,0.3186886706392884,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-07,22.15812386318497,6.687455412520533,7.002668544667436,4.0655580910305105,181.22659463779078,3.0,10.974088823605765,67.73531925186715,1.5045228328864229,0.06644323005639546,26,0.27429960231896544,0.693934078086891,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-08,24.864132428324808,7.623368333735895,6.677109220888391,2.6397793895363555,416.3930649175622,1.0,11.562823887133064,55.64781129590666,3.6728392574778987,0.23671817831916203,36,-1.184947292304603,0.14783243022872405,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-09,21.24925907552418,6.4468568303527345,10.670963601303693,6.683425877736675,143.9073287922119,1.0,10.401007385557852,54.33932332122631,3.300285108101805,0.3634969275640678,32,12.715891880598559,0.7626535971938792,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-10,17.468016935512754,7.308938628110019,6.84715138451173,4.1165484901001195,418.62896694398023,3.0,7.412238452036373,64.88208476596103,5.413269683207694,0.13616892422552795,29,6.02995965219683,0.3790393610443963,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-11,16.27864467781358,7.462288163883153,7.782498883081937,1.4350294830671366,231.31341764197097,1.0,8.773566499550917,57.137102080471806,6.608118220232405,0.49890714291890226,34,5.005505153990591,0.13086832052385966,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-12,23.482798715133196,7.586628038433133,6.887285599795215,3.447308413624673,486.8566978737091,3.0,-2.849600966576496,60.64073687356868,4.146803785278396,0.2170218512367497,37,10.814573001700648,0.36251026850078116,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-13,19.871508000512918,8.36087050458715,7.125564368198361,2.2326114358554636,515.6802306779124,3.0,4.465643613109791,63.96838896412146,0.5886626125049834,0.11323722901322686,23,16.98831740591298,0.41683261480386213,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
