Date,Temperature,pH,Dissolved Oxygen,Rainfall,TDS,Chlorine Added,Turbidity,Algae Concentration,Nitrate,Phosphorus,Microbial Counts,BOD,Heavy Metals Index,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Potability,Algae Increase
2023-01-01,17.420320041361634,7.244277751096047,10.497608909521764,4.670948846499632,403.47817112229853,5.0,4.279202926855106,70.05753890216162,4.673208837428264,0.3223550171737866,30,13.002996199815364,0.03221113109817164,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-02,23.54745461510667,7.965549243489059,6.105944442023867,6.7299569472038065,380.50199469013063,1.0,11.568888535412889,53.931430690754425,2.8462831333073133,0.4155887316141007,28,13.76762567339868,0.873267701248874,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-03,16.40913186345157,7.868627954431056,6.7198577639076875,6.013086931748885,385.9646567394115,5.0,16.45340527545295,52.39397001226722,3.607622048591033,0.290197030919784,33,1.4231038402983198,0.5271876564001958,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-04,24.406330145589465,7.789760923167541,14.15773387967441,9.154961225428348,429.379519255268,3.0,-6.509668085249595,70.82152961190663,3.0801751510807103,0.1052544843822902,30,6.178984375966031,0.4597726419178686,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-05,21.06353730227823,7.808779527007912,11.769887532586935,6.867846898610871,398.5112120263305,3.0,8.831348421965252,59.6105723984069,6.710258262136401,0.2019714962493093,37,5.886040059746178,0.1289617285591208,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-06,20.197537263615242,7.965095869848178,11.47307832850106,4.047295480702759,134.42203052229533,1.0,10.472765223788118,51.77022506185286,3.026163699701019,0.6777127376669345,28,10.690411536242138,0.18977109600913977,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-07,15.799610346962904,7.0088251335433585,9.85943835592001,5.839711701365099,393.4653145774448,3.0,17.298858831018865,63.05451354834516,4.1714159962014605,0.5428855407862252,27,3.1763150333077492,0.6701883264651382,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-08,23.39632860526505,6.592257143066992,9.894226033160912,6.311673052101941,431.25638805947057,5.0,8.038641955365035,65.734091757716,3.5581420882972115,0.3310737460822499,28,12.001729051494918,0.6325372285654558,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-09,13.887714186501587,7.728842991617408,9.62381615944372,6.296153886751147,136.0534390498139,1.0,7.681091745675997,55.49726821027044,4.066719381721302,0.4983670060990247,35,14.354108181319363,0.00873476490255587,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-10,24.756504435447876,7.727610426017092,9.608613136178946,8.024906046145679,269.71743710477307,5.0,-0.1691490030490534,62.87388734981295,2.600146216781061,0.2480105000438763,36,11.405783967762703,0.28545972345706405,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
