Date,Temperature,pH,Dissolved Oxygen,Rainfall,TDS,Chlorine Added,Turbidity,Algae Concentration,Nitrate,Phosphorus,Microbial Counts,BOD,Heavy Metals Index,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Potability,Algae Increase
2023-01-01,21.15115727186948,7.122383221656982,8.167305695468565,5.295482973585738,166.62045391960146,3.0,12.047669027945854,68.69106842688203,2.976013524272635,0.433092975990725,34,5.519686791564073,0.24556872851350098,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-02,24.25475270290002,6.801697603335847,7.708466755357186,3.2214911586380843,424.0919708475563,5.0,0.1840619384016255,67.85348429302317,3.5254920536265884,0.0155674812530122,19,7.468439220534927,0.570035346194661,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-03,23.84128561800617,6.597284593948244,9.790634599958878,3.3737647837376574,261.44580722140563,5.0,8.477737518763785,53.96251720641245,1.6998134331075092,0.2569699308803043,34,4.060090257141882,0.7165764171856472,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-04,21.292863468425992,7.566240517940218,10.543144161694787,6.4504477482237155,535.3842578819814,1.0,10.508830902728652,61.219229068250094,6.205568948172615,0.6393813439264097,33,15.095847401597238,0.166979450332975,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-05,21.04430874031187,7.962351604142086,7.269951285409447,2.7224467254418303,494.8853711939502,3.0,8.109546453637186,62.956200151643465,2.505093712003411,0.0413086557337154,28,1.4131701662235963,0.8885566097775369,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-06,18.7904523945006,6.986759335694728,3.3287417552821035,5.209770036882791,-35.99509209702296,5.0,16.67711695338513,63.94418803213074,6.476570596369709,0.4227050806397592,30,9.634421278167387,0.5031276435989478,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-07,22.120612602166954,6.687455412520533,7.002668544667436,6.249163236041433,181.2265946377908,3.0,10.974088823605763,69.8924080372413,1.5045228328864229,0.0664432300563954,33,3.973372389964852,0.33386755372791166,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-08,19.68978226785829,7.623368333735895,6.677109220888391,4.795334710243428,416.3930649175622,1.0,11.562823887133064,64.68802761121361,3.6728392574778983,0.236718178319162,22,6.162234644026304,0.9896559678389539,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-09,24.115059733391018,6.4468568303527345,10.670963601303692,3.833811926204667,143.9073287922119,1.0,10.401007385557852,63.7122639097936,3.300285108101805,0.3634969275640678,26,7.40436796346304,0.2777923278584551,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
2023-01-10,18.968978656485373,7.308938628110019,6.84715138451173,3.5967499183418594,418.62896694398023,3.0,7.412238452036373,61.39209221775632,5.413269683207694,0.1361689242255279,23,15.684640915504394,0.6759420982221879,7.036752103833548,196.9676268636308,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0
