Date,Temperature,Dissolved Oxygen,Rainfall,TDS,Chlorine Added,Turbidity,Algae Concentration,Nitrate,Phosphorus,Microbial Counts,BOD,Heavy Metals Index,pH,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Potability,Algae Increase
2020-01-01,17.0854104143269,8.284971150400192,2.1356017194738848,384.4921605635181,1.0,0.5007566347979369,52.064309899574916,1.4361657030009467,-0.12212679989165144,40,0.2974014892202381,0.440074360914142,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-02,22.06609700377399,12.381406103583403,4.3251836568251765,473.8941085093958,1.0,12.991811566488082,57.03093011342717,-0.7108006801488829,0.6065946362705001,26,7.575771918703696,0.06420829526281957,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-03,23.98407433168049,8.955864017171226,5.018326259389082,146.03826739221864,5.0,5.7282007110642565,73.26351002567309,4.305162569121996,0.12426081546895802,40,11.149133469510588,0.4174440141479756,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-04,22.329180456073907,4.322834332243011,9.766607022942438,510.19734762382825,3.0,11.579455561071665,62.609206434301385,4.3569667838477635,0.31984872448872465,25,-0.34851369282496436,0.16625520858487763,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-05,16.636670934967988,10.82908303714257,5.841166656780792,241.1423982481309,3.0,-0.268125406873589,63.7810059754018,4.221742353699039,0.4553869449620903,28,16.407192944113735,0.4782346491577901,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-06,22.56437390621165,8.261271977794046,7.329909083328266,143.84838192607234,1.0,7.2541069178110895,58.374635582411806,5.295341241243943,0.568728411827763,38,1.6190328139177879,0.20907570492816052,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-07,20.12123815913596,6.34361361801541,3.231973087452571,151.40806013189916,1.0,2.647541956066089,58.92073542228,4.831013188207183,0.3206618843131354,28,16.297081412953602,0.8190188998987616,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-08,15.262956041981683,7.071366925698008,4.432595018191282,152.84618007377924,1.0,8.977105141513576,55.70069441554723,5.016194083688325,0.5329282686253001,29,5.826661581854475,0.7646332956602351,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-09,24.145242765298917,10.446561095364382,3.5845752905292882,396.04418000924056,3.0,2.3645366946254116,63.27477903893228,5.049536192534713,0.17628160012867514,26,12.353879127286126,0.29866039283969914,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-10,21.83467385605351,9.20512654090967,6.157357132653536,379.19442069341954,3.0,11.897881899020106,61.79304320229695,4.016908289429622,0.18279081428145344,34,12.776232552192068,0.32700353907537383,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-11,24.541135963185877,6.065002452554902,5.17510673121219,409.0201452846132,1.0,14.630078919813911,57.547481723192,1.0832050052219966,0.5843004732118364,24,2.2357306746489503,0.9398872518424459,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-12,20.05958293176614,12.070000381702096,3.943530404727074,217.73915689356278,5.0,8.94451986491365,70.35467940309161,-0.2960974708855235,-0.08345395905610745,38,11.741977538177421,0.9758645858353051,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-13,23.67915891708725,9.069925210787442,7.210573975486389,246.62601256497624,3.0,-0.13328692202693793,67.96751802755337,1.6687698277886582,0.5888763486747517,39,3.804021523395815,0.25496456816918445,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-14,24.45753205001492,8.823020594663376,2.619660907961985,259.8498754690792,1.0,6.768620831650815,54.27858765147451,3.4020495775666713,0.2005786650479788,24,5.328538057899125,0.1367107887493777,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-15,22.569239547332803,10.476911704818228,5.379719816867675,101.58374938727577,1.0,7.883184654693892,53.6757577198383,1.5666701723163652,0.15146689735941363,34,6.638516529647555,0.029912906984161602,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-16,22.21036827426247,11.479632029040548,3.239566953297942,105.58867302772128,3.0,12.305615941572064,63.4381542782706,3.759295212406493,0.21093529441706835,38,7.848335499126737,0.24995965738245718,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-17,24.634993428155223,7.847386308389516,2.9438698180318164,177.93103111375345,3.0,7.542087175734986,66.36542340543393,1.3438825157220684,0.6980835910715129,28,10.037940089074285,0.01860819130130431,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-18,22.014802560271104,9.8077993183597,2.8785238071958554,336.2189478420433,3.0,13.127000561259221,61.939895206934594,3.100296338607836,0.4306617518087143,28,1.5238160515888233,0.12420506782206708,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-19,21.421321658395023,10.297875274552926,7.479044471599357,478.7282762520093,1.0,8.368608475569035,59.83250431789246,1.6481509572545927,0.05746473799468756,26,1.3007025396442684,0.086352722782719,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-20,23.297830259235763,6.874707388000242,2.9168951536187286,496.9714919143726,1.0,15.077515469260598,53.00613604413189,5.0678822802004495,0.24268942294937323,24,5.589620434392361,0.1920424112650707,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-21,25.90939840799379,8.157850102051839,7.77698732724166,110.45960362504815,1.0,4.672334689770547,55.37305344642776,5.002573272272192,0.262152293311399,24,9.684876750316112,0.3496232376442219,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-22,21.92549870726275,13.843652268993427,8.590456686403412,436.08143150800373,3.0,4.443571538257491,66.64072323802151,5.25290060447295,-0.10061740674807215,35,5.713168982696407,0.1903333548703302,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-23,24.802725858616828,4.3411487885998765,3.9266422398022542,229.45263485124718,1.0,6.5505122853994555,59.33828807755053,0.5150438819148091,0.4165524873116725,30,8.275954866696301,0.5985436709200497,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-24,21.32035755966321,9.66989229779738,4.524547771622215,72.54575391832348,1.0,12.705617151042583,57.78966249546477,4.070437729892292,0.4443532035112786,21,8.841930761030962,0.3945338495146352,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-25,24.869904082076424,9.235216054112776,2.190145555396722,475.3918185557372,1.0,-2.9307966537049683,59.04674992350295,4.238584392684124,0.24623961038031034,21,13.11880818545287,0.1844887796149688,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-26,26.167187458394142,12.743633537150778,4.1766055069641,259.01383574931316,3.0,9.298060899629728,68.53198709757562,10.034102572521569,0.5810031660212005,31,7.6999751353341015,0.27862067931180334,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-27,21.28316444650406,5.518852874434415,5.791928200105287,297.48316643931497,5.0,4.324370868811617,70.46404912766045,6.983422393887311,0.30024723974427886,27,6.908032962116439,0.7745911641700496,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-28,22.40048257340694,6.693120522118346,3.0586008035322876,229.38049879673775,3.0,7.158169214620787,66.1482976356623,5.123203091196967,0.5860973988874728,42,-1.10311222179446,0.20186016144503438,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-29,25.58905612869167,10.07832933583018,6.123730747479958,495.0178549033785,5.0,2.2058565294489574,70.73089495663095,3.293636417542205,0.4603100921183854,35,4.835710151897004,0.4698469430220801,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-30,19.51893291420769,8.966320091131964,6.676600462580752,303.7284244514131,1.0,2.173763506208906,56.56306230170939,3.4872604663783,0.43747020703971673,36,15.043616602934666,0.7305223952527192,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-01-31,29.36054573547631,4.8781057568711494,4.147943590853766,333.39544591918093,1.0,10.201675960647654,59.328592109256164,3.1638439614179905,0.03937191750435367,30,2.5842730456182634,0.5202094402713382,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-01,22.830325660688644,12.794047091393864,3.4600528213098976,466.15167403438966,3.0,13.413288334033396,65.34689040622308,1.0799052163238176,0.22752886843185596,30,3.409733466163548,0.29644968166204677,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-02,21.416911392128263,7.029560797970595,6.268030210822145,409.80279110050657,3.0,3.7837216461543868,61.252881848611175,1.9286087520088961,0.24139269126558593,36,8.116312235945559,0.11420879766944836,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-03,25.4191325289651,7.686697333461492,4.7274860142951125,377.81572204308543,3.0,9.127339107277,69.60500831533484,6.0087499456013465,0.15410524462456618,33,12.242685142284245,0.9425908345827411,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-04,24.71036807594418,8.593848588979522,5.76199705289574,332.6131890402603,3.0,4.772893885396052,61.65195326016645,7.2377423054006265,0.43218402859738775,36,7.511303033717373,0.2845548882774881,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-05,27.627578039918355,7.05164963125854,4.401746420415106,487.30745300868864,5.0,2.54909134210659,74.18589865196432,3.457825651554296,0.3455578689141923,36,13.176903470808787,0.10121812667086139,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-06,22.280323159645466,10.996988556350479,5.5339241719313685,292.790325353365,3.0,6.8733726894147615,66.45121511120834,5.089203047229876,0.025648926659408672,23,6.984670240350802,0.7243058855569937,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-07,21.783074508982274,7.220625819143158,6.899977785083587,99.59286958753442,1.0,-0.47393089377333397,58.41149977224563,2.863859918185539,0.2933588628759847,36,2.9093347333767956,0.7659598900065987,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-08,23.80987684163823,10.898412497550488,4.779195664575611,528.3829321199922,1.0,0.9714256383988278,59.97763446412213,0.3984430115490749,0.07134550013823945,39,6.032456209935461,0.3121372891503562,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-09,27.268773199647377,12.58682834624015,5.091723962675735,555.4396147371683,3.0,6.021708789368734,65.12548235382543,9.37067857508865,0.1231032525524546,33,6.155908463447737,0.1690513250761888,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-10,26.30233587253082,8.651917915012215,3.78722554944948,342.60785177270384,5.0,8.866472527552942,72.90122282765392,2.8754808010875665,0.30599626342939246,23,-8.327576652561614,0.060252918574181136,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-11,23.971147177556656,11.978219642854784,5.970113149312925,461.0245944880563,3.0,8.895635534318677,69.36641555293411,2.6952723756762165,0.43316265151823663,39,10.94912872916565,0.28053153606549874,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-12,23.7861712694787,10.22296562348084,2.433423556358367,438.1921886582692,3.0,4.7909574845972145,66.63447737758361,3.550330911369109,0.08978735332139436,30,18.1500625611222,0.2220509002615636,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-13,28.686420617277445,9.102915264598561,5.334303436175305,350.41076278643453,3.0,6.704183101359326,69.52930040507958,5.293761630386923,0.29764074023649223,32,6.148613379959393,0.14731740801496185,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-14,29.368688655104208,7.3613984053541675,2.630935569572211,-39.72170527923373,3.0,5.000819574631446,63.721249396697395,4.329184937359036,0.337192665545242,27,7.4080495673568425,0.707622637620032,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-15,27.851218431221465,10.81271132424997,5.046184113125364,269.59313121159573,3.0,-1.8356007352303856,66.06925974428931,2.457371373270246,0.2455011025546609,29,4.762649457104304,0.7437433439267844,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-16,24.45795170489739,7.704674411628812,4.632923063982813,396.9563467712892,3.0,-0.7918951490099242,60.60757744174898,0.2899348954607883,0.5143351003622194,26,11.137701551307714,0.8803973470374931,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-17,27.010209073311994,6.624944824063428,8.593214989627322,358.2217855964815,3.0,10.286959753444346,64.0094057561651,5.7146424084634155,0.22413373561533692,30,4.755343448372979,0.04134600606965266,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-18,30.730454017705807,10.838451985641136,5.250012997751705,450.41843005858954,3.0,4.986795747240148,65.72316040909558,5.882733862329802,0.2714271691465546,37,6.934923126112378,0.902470349991822,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-19,31.06356064786229,7.215158281716702,7.07573739170116,293.7020055869361,3.0,15.25547578269941,66.74352567937356,2.8269970384090852,0.27439016413060446,18,5.78305370421356,0.35858882158043115,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-20,21.431050995115424,6.9836643801344565,4.777215888476683,429.44299644409097,1.0,0.10595539556866695,55.85919353304557,3.377925980468449,0.26424742450257993,40,6.836722411303185,0.18716321129784586,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-21,29.07659131043733,11.259785674526036,1.3075777385809584,237.17735992947283,1.0,9.178519457298721,56.22270426714658,0.6196960319539881,0.46255628131520965,42,5.3043107573192945,0.31096254856098904,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-22,24.32906665903055,9.196499250322274,4.170426220490597,67.86103248874133,1.0,4.2890824625888,54.63771548436774,7.352385177958091,0.29620205850057457,27,-3.8191631701747175,0.9702667847504091,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-23,21.960556666780427,9.519319920519813,5.230236516193564,415.11115708038903,3.0,7.732694709874436,60.47511053378108,6.510390114926535,0.544614397593101,28,8.997599595256778,0.3333579136462591,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
